conversation_index,turn_index,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
129,11,6301,818,7119,7.702933985330073
129,12,7142,853,7995,8.372801875732709
130,1,32,64,96,0.5
131,1,160,41,201,3.902439024390244
131,2,207,79,286,2.6202531645569622
132,1,1042,16,1058,65.125
132,2,2115,693,2808,3.051948051948052
133,1,27,202,229,0.13366336633663367
134,1,1659,915,2574,1.8131147540983608
135,1,51,100,151,0.51
135,2,154,123,277,1.2520325203252032
135,3,280,199,479,1.407035175879397
135,4,482,175,657,2.7542857142857144
135,5,660,220,880,3.0
135,6,883,261,1144,3.3831417624521074
135,7,1147,214,1361,5.359813084112149
135,8,1364,140,1504,9.742857142857142
135,9,1507,162,1669,9.302469135802468
135,10,1672,221,1893,7.5656108597285066
135,11,1896,259,2155,7.32046332046332
135,12,2158,204,2362,10.57843137254902
135,13,2365,215,2580,11.0
135,14,2583,198,2781,13.045454545454545
135,15,2784,203,2987,13.714285714285714
135,16,2990,225,3215,13.28888888888889
135,17,3218,227,3445,14.176211453744493
135,18,3448,223,3671,15.461883408071749
135,19,3674,166,3840,22.132530120481928
135,20,3843,112,3955,34.3125
135,21,3958,121,4079,32.710743801652896
135,22,4082,171,4253,23.871345029239766
135,23,4256,132,4388,32.24242424242424
135,24,4391,116,4507,37.85344827586207
135,25,4510,164,4674,27.5
135,26,4677,125,4802,37.416
135,27,4805,171,4976,28.099415204678362
135,28,4979,201,5180,24.771144278606965
135,29,5183,207,5390,25.03864734299517
135,30,5393,118,5511,45.70338983050848
135,31,5514,135,5649,40.84444444444444
135,32,5652,191,5843,29.591623036649214
135,33,5846,164,6010,35.646341463414636
135,34,6013,171,6184,35.16374269005848
135,35,6187,202,6389,30.628712871287128
135,36,6392,196,6588,32.61224489795919
135,37,6591,135,6726,48.82222222222222
135,38,6729,136,6865,49.47794117647059
135,39,6868,125,6993,54.944
135,40,6996,135,7131,51.82222222222222
135,41,7134,181,7315,39.41436464088398
135,42,7318,193,7511,37.917098445595855
135,43,7514,197,7711,38.142131979695435
136,1,18,29,47,0.6206896551724138
136,2,69,145,214,0.47586206896551725
136,3,243,178,421,1.3651685393258426
137,1,211,644,855,0.327639751552795
137,2,862,539,1401,1.5992578849721706
137,3,1422,176,1598,8.079545454545455
137,4,1606,625,2231,2.5696
137,5,2245,601,2846,3.735440931780366
137,6,2963,626,3589,4.733226837060703
137,7,3597,745,4342,4.828187919463088
137,8,4376,295,4671,14.833898305084746
137,9,4688,536,5224,8.746268656716419
137,10,5249,509,5758,10.31237721021611
138,1,137,615,752,0.22276422764227644
138,2,849,593,1442,1.4317032040472175
138,3,1650,659,2309,2.503793626707132
139,1,111,680,791,0.16323529411764706
139,2,811,289,1100,2.8062283737024223
140,1,443,96,539,4.614583333333333
141,1,2533,347,2880,7.29971181556196
141,2,2932,548,3480,5.350364963503649
142,1,23,561,584,0.040998217468805706
142,2,625,567,1192,1.1022927689594357
142,3,1232,881,2113,1.398410896708286
142,4,2153,993,3146,2.1681772406847934
142,5,3192,1029,4221,3.1020408163265305
142,6,4233,241,4474,17.564315352697097
142,7,4489,1054,5543,4.259013282732448
142,8,5560,839,6399,6.626936829558999
142,9,6448,1117,7565,5.7726051924798565
142,10,7609,453,8062,16.79690949227373
143,1,3572,367,3939,9.732970027247957
143,2,3950,362,4312,10.911602209944752
144,1,354,1234,1588,0.28687196110210694
144,2,1703,402,2105,4.236318407960199
144,3,2145,168,2313,12.767857142857142
144,4,2342,390,2732,6.005128205128205
144,5,2752,402,3154,6.845771144278607
144,6,3189,411,3600,7.759124087591241
144,7,3648,508,4156,7.181102362204724
144,8,4186,95,4281,44.06315789473684
144,10,4419,1,4420,4419.0
144,11,4469,648,5117,6.896604938271605
144,12,5168,681,5849,7.588839941262849
145,1,66,854,920,0.07728337236533958
146,1,22,634,656,0.03470031545741325
146,2,748,666,1414,1.1231231231231231
146,3,1424,641,2065,2.221528861154446
147,1,27,580,607,0.04655172413793104
147,2,616,536,1152,1.1492537313432836
147,3,1163,558,1721,2.0842293906810037
147,4,1751,570,2321,3.0719298245614035
147,5,2327,766,3093,3.037859007832898
147,6,3163,811,3974,3.900123304562269
147,7,3984,771,4755,5.167315175097277
148,1,685,862,1547,0.7946635730858469
149,1,25,42,67,0.5952380952380952
149,2,276,31,307,8.903225806451612
150,1,44,74,118,0.5945945945945946
150,2,134,66,200,2.0303030303030303
150,3,212,92,304,2.3043478260869565
151,1,23,992,1015,0.023185483870967742
151,2,1102,817,1919,1.3488372093023255
152,1,504,935,1439,0.5390374331550802
152,2,1721,385,2106,4.47012987012987
152,3,2112,406,2518,5.201970443349754
152,4,2524,254,2778,9.937007874015748
152,5,2785,452,3237,6.161504424778761
152,6,3251,411,3662,7.909975669099757
153,1,13,461,474,0.028199566160520606
153,2,509,78,587,6.5256410256410255
153,3,683,970,1653,0.7041237113402062
154,1,14,589,603,0.023769100169779286
155,1,4335,442,4777,9.807692307692308
155,2,5020,540,5560,9.296296296296296
155,3,5764,445,6209,12.952808988764044
155,4,6221,559,6780,11.128801431127012
155,5,6848,361,7209,18.969529085872576
155,6,7312,399,7711,18.325814536340854
156,1,86,386,472,0.22279792746113988
157,1,63,834,897,0.07553956834532374
157,2,910,641,1551,1.4196567862714509
158,1,15,191,206,0.07853403141361257
158,2,238,202,440,1.1782178217821782
158,3,444,175,619,2.537142857142857
158,4,650,333,983,1.951951951951952
159,1,123,653,776,0.1883614088820827
159,2,811,957,1768,0.8474399164054337
160,1,333,825,1158,0.4036363636363636
160,2,1351,455,1806,2.9692307692307693
160,3,1929,542,2471,3.559040590405904
160,4,2590,543,3133,4.769797421731123
160,5,3194,620,3814,5.151612903225806
160,6,3876,1210,5086,3.203305785123967
160,7,5095,541,5636,9.417744916820702
160,8,5685,541,6226,10.508317929759704
160,9,6424,353,6777,18.19830028328612
161,1,324,1090,1414,0.29724770642201837
161,2,1424,229,1653,6.218340611353712
161,3,1669,722,2391,2.311634349030471
161,4,2415,215,2630,11.232558139534884
161,5,2643,115,2758,22.982608695652175
162,1,628,929,1557,0.6759956942949408
162,2,1651,802,2453,2.0586034912718203
162,3,2475,610,3085,4.057377049180328
162,4,3178,612,3790,5.19281045751634
162,5,3892,867,4759,4.489042675893887
162,6,4767,836,5603,5.702153110047847
162,7,5609,891,6500,6.295173961840629
162,8,6509,920,7429,7.075
162,9,7432,356,7788,20.876404494382022
163,1,16,934,950,0.017130620985010708
164,1,4,80,84,0.05
164,2,88,608,696,0.14473684210526316
164,3,700,697,1397,1.0043041606886658
164,4,1449,409,1858,3.54278728606357
164,5,1902,171,2073,11.12280701754386
164,6,2100,245,2345,8.571428571428571
164,7,2438,380,2818,6.41578947368421
164,8,2830,228,3058,12.412280701754385
164,9,3099,65,3164,47.676923076923075
164,10,3183,599,3782,5.313856427378965
164,11,3798,625,4423,6.0768
164,12,4435,418,4853,10.610047846889952
165,1,150,571,721,0.2626970227670753
165,2,912,980,1892,0.9306122448979591
165,3,1910,682,2592,2.80058651026393
165,4,2673,507,3180,5.272189349112426
165,5,3636,741,4377,4.906882591093117
165,6,4437,563,5000,7.880994671403197
165,7,5241,705,5946,7.43404255319149
165,8,5974,400,6374,14.935
165,9,6520,723,7243,9.017980636237898
166,1,54,169,223,0.31952662721893493
166,2,254,251,505,1.0119521912350598
166,3,528,256,784,2.0625
166,4,820,985,1805,0.8324873096446701
167,1,152,65,217,2.3384615384615386
167,2,542,76,618,7.131578947368421
167,3,652,58,710,11.241379310344827
167,4,741,110,851,6.736363636363636
167,5,1242,322,1564,3.857142857142857
167,6,1574,46,1620,34.21739130434783
167,7,1629,189,1818,8.619047619047619
167,8,2194,294,2488,7.462585034013605
167,9,2713,350,3063,7.751428571428572
167,10,4115,253,4368,16.26482213438735
167,11,5638,328,5966,17.1890243902439
167,12,6166,269,6435,22.92193308550186
167,13,6844,275,7119,24.887272727272727
168,1,5,560,565,0.008928571428571428
168,2,578,469,1047,1.232409381663113
168,3,1084,728,1812,1.489010989010989
169,1,751,256,1007,2.93359375
170,1,29,559,588,0.0518783542039356
171,1,53,677,730,0.07828655834564253
171,2,746,353,1099,2.1133144475920678
171,3,1110,835,1945,1.3293413173652695
172,1,52,47,99,1.1063829787234043
172,2,128,57,185,2.245614035087719
172,3,353,154,507,2.292207792207792
172,4,571,66,637,8.651515151515152
172,5,827,252,1079,3.2817460317460316
172,6,1114,57,1171,19.54385964912281
172,7,1567,416,1983,3.766826923076923
172,8,2111,212,2323,9.95754716981132
172,9,2538,240,2778,10.575
172,10,2976,266,3242,11.18796992481203
172,11,3278,74,3352,44.2972972972973
172,12,3437,530,3967,6.4849056603773585
172,13,4190,822,5012,5.097323600973236
172,14,5014,280,5294,17.90714285714286
172,15,5428,651,6079,8.33794162826421
172,16,6334,779,7113,8.130937098844672
172,17,7210,832,8042,8.665865384615385
172,18,8069,1,8070,8069.0
173,1,30,51,81,0.5882352941176471
173,2,523,53,576,9.867924528301886
173,3,600,203,803,2.955665024630542
174,1,679,877,1556,0.774230330672748
174,2,1560,672,2232,2.3214285714285716
174,3,2266,407,2673,5.5675675675675675
174,4,2838,222,3060,12.783783783783784
174,5,3142,291,3433,10.79725085910653
174,6,3551,518,4069,6.855212355212355
174,7,4085,185,4270,22.08108108108108
174,8,4277,464,4741,9.217672413793103
175,1,42,200,242,0.21
175,2,260,611,871,0.425531914893617
175,3,909,671,1580,1.354694485842027
175,4,1623,685,2308,2.3693430656934305
175,5,2356,562,2918,4.192170818505338
175,6,2951,78,3029,37.833333333333336
175,7,3067,677,3744,4.530280649926144
175,8,3774,679,4453,5.5581737849779085
175,9,4475,592,5067,7.559121621621622
176,1,398,28,426,14.214285714285714
176,2,884,363,1247,2.435261707988981
176,3,1295,344,1639,3.76453488372093
176,4,1649,397,2046,4.153652392947103
176,5,2080,534,2614,3.8951310861423223
176,6,2652,546,3198,4.857142857142857
176,7,3229,489,3718,6.603271983640082
176,8,3749,108,3857,34.71296296296296
177,1,944,554,1498,1.703971119133574
177,2,1520,109,1629,13.944954128440367
178,1,20,380,400,0.05263157894736842
178,2,411,704,1115,0.5838068181818182
178,3,1135,638,1773,1.7789968652037618
179,1,479,401,880,1.1945137157107233
179,2,891,444,1335,2.0067567567567566
180,1,24,769,793,0.031209362808842653
180,2,802,290,1092,2.7655172413793103
181,1,11,517,528,0.02127659574468085
182,1,15,518,533,0.02895752895752896
182,2,562,800,1362,0.7025
182,3,1373,648,2021,2.118827160493827
182,4,2163,943,3106,2.2937433722163307
183,1,12,449,461,0.026726057906458798
183,2,474,481,955,0.9854469854469855
183,3,981,508,1489,1.9311023622047243
183,4,1529,204,1733,7.495098039215686
184,1,242,37,279,6.54054054054054
184,2,330,79,409,4.177215189873418
184,3,470,107,577,4.392523364485982
185,1,488,647,1135,0.7542503863987635
185,2,4726,318,5044,14.861635220125786
185,3,5052,42,5094,120.28571428571429
186,1,178,353,531,0.5042492917847026
186,2,597,276,873,2.1630434782608696
186,3,1088,338,1426,3.2189349112426036
186,4,2477,895,3372,2.7675977653631283
187,1,449,380,829,1.181578947368421
187,2,856,319,1175,2.683385579937304
187,3,1187,177,1364,6.706214689265536
187,4,1381,322,1703,4.288819875776397
187,5,1760,264,2024,6.666666666666667
187,6,2078,242,2320,8.586776859504132
188,1,191,545,736,0.3504587155963303
188,2,829,980,1809,0.8459183673469388
188,3,1813,982,2795,1.8462321792260692
188,4,2799,538,3337,5.202602230483271
188,5,3871,987,4858,3.921985815602837
188,6,4862,966,5828,5.033126293995859
188,7,5832,534,6366,10.92134831460674
189,1,24,312,336,0.07692307692307693
189,2,344,237,581,1.4514767932489452
189,3,610,330,940,1.8484848484848484
190,1,2763,87,2850,31.75862068965517
191,1,1415,398,1813,3.5552763819095476
191,2,2189,468,2657,4.677350427350428
192,1,7,599,606,0.011686143572621035
192,2,668,672,1340,0.9940476190476191
192,3,1363,388,1751,3.5128865979381443
192,4,1781,536,2317,3.3227611940298507
192,5,2329,633,2962,3.679304897314376
192,6,2975,319,3294,9.32601880877743
192,7,3302,601,3903,5.494176372712146
193,1,111,641,752,0.1731669266770671
193,2,780,765,1545,1.0196078431372548
194,1,420,944,1364,0.4449152542372881
194,2,1366,485,1851,2.816494845360825
195,1,176,697,873,0.25251076040172166
195,2,927,697,1624,1.3299856527977045
196,1,11,796,807,0.013819095477386936
197,1,1249,824,2073,1.5157766990291262
198,1,1450,931,2381,1.5574650912996777
199,1,42,216,258,0.19444444444444445
199,2,295,431,726,0.6844547563805105
200,1,202,948,1150,0.21308016877637131
201,1,50,98,148,0.5102040816326531
201,2,161,81,242,1.9876543209876543
201,3,299,56,355,5.339285714285714
201,4,407,89,496,4.573033707865169
201,5,526,292,818,1.8013698630136987
201,6,823,54,877,15.24074074074074
201,7,915,406,1321,2.2536945812807883
201,8,1341,711,2052,1.8860759493670887
201,9,2068,162,2230,12.765432098765432
201,10,2239,70,2309,31.985714285714284
201,11,2343,188,2531,12.462765957446809
201,12,2560,31,2591,82.58064516129032
201,13,4650,130,4780,35.76923076923077
201,14,4896,327,5223,14.972477064220184
201,15,5236,269,5505,19.46468401486989
201,16,7572,221,7793,34.262443438914026
202,1,74,107,181,0.6915887850467289
202,2,230,764,994,0.3010471204188482
202,3,1033,521,1554,1.982725527831094
202,4,1568,595,2163,2.635294117647059
203,1,16,508,524,0.031496062992125984
203,2,540,268,808,2.014925373134328
203,3,817,483,1300,1.691511387163561
203,4,1316,347,1663,3.792507204610951
203,5,1685,547,2232,3.080438756855576
203,6,2242,757,2999,2.961690885072655
203,7,3041,664,3705,4.579819277108434
204,1,38,2,40,19.0
204,2,165,500,665,0.33
204,3,674,618,1292,1.0906148867313916
204,4,1309,316,1625,4.1424050632911396
204,5,1639,616,2255,2.6607142857142856
204,6,2268,553,2821,4.10126582278481
204,7,2833,617,3450,4.591572123176661
204,8,3462,405,3867,8.548148148148147
204,9,3877,680,4557,5.701470588235294
204,10,4578,508,5086,9.011811023622048
204,11,5106,915,6021,5.580327868852459
204,12,6038,1021,7059,5.913809990205681
204,13,7079,735,7814,9.631292517006802
205,1,12,921,933,0.013029315960912053
205,2,941,589,1530,1.5976230899830222
205,3,1541,671,2212,2.2965722801788377
205,4,2225,394,2619,5.647208121827411
205,5,2638,719,3357,3.6689847009735743
205,6,3375,149,3524,22.651006711409394
205,7,3537,75,3612,47.16
205,8,3623,139,3762,26.06474820143885
205,9,3797,110,3907,34.518181818181816
205,10,3933,143,4076,27.503496503496503
205,11,4089,148,4237,27.62837837837838
206,1,160,538,698,0.29739776951672864
207,1,414,333,747,1.2432432432432432
208,1,234,962,1196,0.24324324324324326
208,2,1198,891,2089,1.3445566778900113
208,3,2091,978,3069,2.138036809815951
208,4,3071,714,3785,4.3011204481792715
208,5,3787,446,4233,8.491031390134529
208,6,4235,570,4805,7.4298245614035086
208,7,4807,612,5419,7.854575163398692
209,1,11,503,514,0.02186878727634195
209,2,532,669,1201,0.7952167414050823
209,3,1215,714,1929,1.7016806722689075
209,4,1939,568,2507,3.413732394366197
209,5,2520,568,3088,4.436619718309859
209,6,3128,617,3745,5.069692058346839
209,7,3799,631,4430,6.020602218700476
209,8,4473,596,5069,7.50503355704698
209,9,5081,649,5730,7.8289676425269645
210,1,672,334,1006,2.0119760479041915
210,2,1036,355,1391,2.9183098591549297
210,3,1652,263,1915,6.281368821292776
211,1,17,36,53,0.4722222222222222
211,2,1209,47,1256,25.72340425531915
211,3,1285,726,2011,1.7699724517906337
212,1,55,108,163,0.5092592592592593
212,2,208,271,479,0.7675276752767528
212,3,483,37,520,13.054054054054054
213,1,60,778,838,0.07712082262210797
214,1,186,594,780,0.31313131313131315
214,2,922,886,1808,1.0406320541760723
214,3,1810,314,2124,5.764331210191083
215,1,57,964,1021,0.05912863070539419
215,2,1045,571,1616,1.8301225919439579
215,3,1625,557,2182,2.9174147217235187
215,4,2207,1017,3224,2.1701081612586037
215,5,3230,427,3657,7.56440281030445
215,6,3724,554,4278,6.722021660649819
215,7,4287,885,5172,4.84406779661017
215,8,5190,629,5819,8.251192368839428
215,9,5837,98,5935,59.56122448979592
215,10,5966,265,6231,22.513207547169813
215,11,6370,572,6942,11.136363636363637
215,12,6948,61,7009,113.90163934426229
215,13,7047,503,7550,14.009940357852882
215,14,7560,473,8033,15.9830866807611
216,1,24,309,333,0.07766990291262135
216,2,429,968,1397,0.4431818181818182
216,3,1399,336,1735,4.163690476190476
216,4,1744,854,2598,2.0421545667447307
216,5,2649,482,3131,5.495850622406639
216,6,3137,764,3901,4.106020942408377
216,7,3929,882,4811,4.454648526077097
216,8,4828,1007,5835,4.794438927507448
216,9,5841,76,5917,76.85526315789474
216,10,5949,525,6474,11.331428571428571
216,11,6540,952,7492,6.869747899159663
217,1,442,88,530,5.0227272727272725
217,2,550,94,644,5.851063829787234
217,3,656,108,764,6.074074074074074
217,4,781,163,944,4.791411042944786
217,5,964,229,1193,4.209606986899563
217,6,1204,256,1460,4.703125
218,1,307,454,761,0.6762114537444934
218,2,777,593,1370,1.3102866779089377
219,1,141,535,676,0.2635514018691589
219,2,746,1028,1774,0.72568093385214
219,3,1825,1163,2988,1.5692175408426483
219,4,3055,1087,4142,2.81048758049678
219,5,4189,1223,5412,3.4251839738348324
219,6,5484,1183,6667,4.635672020287405
219,7,6687,766,7453,8.72976501305483
220,1,280,1021,1301,0.2742409402546523
220,2,1358,54,1412,25.14814814814815
221,1,987,275,1262,3.589090909090909
221,2,1288,606,1894,2.1254125412541254
222,1,15,488,503,0.030737704918032786
223,1,118,518,636,0.2277992277992278
223,2,668,500,1168,1.336
223,3,1220,510,1730,2.392156862745098
223,4,1786,565,2351,3.161061946902655
223,5,2457,372,2829,6.604838709677419
223,6,2841,382,3223,7.43717277486911
223,7,3253,447,3700,7.2774049217002235
223,8,3731,455,4186,8.2
223,9,4204,552,4756,7.615942028985507
223,10,4775,653,5428,7.312404287901991
223,11,5443,324,5767,16.799382716049383
223,12,5784,914,6698,6.328227571115974
224,1,163,954,1117,0.1708595387840671
224,2,1153,1007,2160,1.1449851042701091
224,3,2202,997,3199,2.208625877632899
224,4,3236,1042,4278,3.105566218809981
224,5,4312,892,5204,4.834080717488789
224,6,5239,939,6178,5.579339723109691
224,7,6215,836,7051,7.434210526315789
224,8,7083,792,7875,8.943181818181818
225,1,212,625,837,0.3392
225,2,852,633,1485,1.3459715639810426
225,3,1520,608,2128,2.5
225,4,2174,624,2798,3.483974358974359
225,5,2863,571,3434,5.0140105078809105
225,6,3455,612,4067,5.645424836601308
225,7,4111,1016,5127,4.046259842519685
226,1,136,155,291,0.8774193548387097
226,2,386,420,806,0.919047619047619
226,3,840,555,1395,1.5135135135135136
227,1,39,374,413,0.10427807486631016
227,2,616,246,862,2.5040650406504064
